Name,Address,Website,source_city,sub_city,state,reason
Tin Roof Cafe n' Sweets,"108-I N, Reading Rd, Ephrata, PA 17522",http://www.tinroofcafensweets.com/,Lancaster,ephrata,PA,no_store_page
Griddle & Grind Cafe,"20 W Main St, Ephrata, PA 17522",http://www.griddleandgrind.com/,Lancaster,ephrata,PA,no_store_page
"Pureblend Tea, LLC","1501 W Main St, Ephrata, PA 17522",http://www.pureblendtea.com/,Lancaster,ephrata,PA,no_shop
Dynamic Coffee Roasters,"317 E Carson St Suite 35, Pittsburgh, PA 15219",https://shop.dynamiccoffeeroasters.com/,Lancaster,ephrata,PA,no_store_page
Fox Meadows Creamery - Ephrata,"2475 W Main St, Ephrata, PA 17522",http://www.foxmeadowscreamery.com/,Lancaster,ephrata,PA,no_store_page
Cardinal Coffee Roasters,"820 Lowry Ave, Jeannette, PA 15644",https://www.cardinalcoffeeroasters.com/,Lancaster,ephrata,PA,no_shop
Udder Choice,"1812 W Main St, Ephrata, PA 17522",https://udder-choice.com/,Lancaster,ephrata,PA,no_coffee_keywords
"Rocsato Coffee Roasters, LLC","701 N Perry St, Titusville, PA 16354",http://www.rocsatocoffeeroasters.com/,Lancaster,ephrata,PA,no_store_page
Pancake Farm,"1032 S State St, Ephrata, PA 17522",http://www.pancakefarmpa.com/,Lancaster,ephrata,PA,no_coffee_keywords
Botanical Creperie by NHCC,"856 W Main St, New Holland, PA 17557",https://www.botanicalcreperie.com/,Lancaster,ephrata,PA,no_store_page
Tomato Pie Cafe,"23 N Broad St, Lititz, PA 17543",http://www.tomatopiecafe.net/?y_source=1_MTk1Mzc0OTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Lancaster,ephrata,PA,no_shop
3 Sisters' Chicken,"1025 S State St, Ephrata, PA 17522",https://www.3sisterschicken.com/,Lancaster,ephrata,PA,no_coffee_keywords
Dutch-Way Café,"1125 S State St, Ephrata, PA 17522",https://www.dutchwayfarmmarket.com/restaurants/ephrata-cafe/,Lancaster,ephrata,PA,no_store_page
Old Republic Distillery Tavern,"3 Dutchland Ave, Ephrata, PA 17522",http://www.ephrataspeakeasy.com/,Lancaster,ephrata,PA,no_store_page
Premium Coffee Company,"2510 Hamburg Turnpike, Buffalo, NY 14218",http://premiumcoffeeco.com/,Lancaster,millersville,PA,wrong_region
Baltimore Coffee & Tea Company,"1110 Town Center Blvd, Odenton, MD 21113",https://www.baltcoffee.com/,Lancaster,millersville,PA,wrong_region
3rd Wave Coffee Roasters,"215 W King St #3, St. Augustine, FL 32084",https://3rdwavecoffee.com/,Lancaster,millersville,PA,wrong_region
Evergreen Cafe,"40 James St, Millersville, PA 17551",https://www.millersville.edu/dining/retaildining.php,Lancaster,millersville,PA,no_coffee_keywords
Cactus Café,"2 S Prince St, Millersville, PA 17551",https://cactuscafe.wixsite.com/cactuscafemillersvil,Lancaster,millersville,PA,no_shop
Big Blue Coffee Roasters,"638 S Madden Rd, Hustontown, PA 17229",https://www.bigblueroasters.com/contact-us/,Lancaster,millersville,PA,no_coffee_keywords
Molly's Courtyard Cafe of Marietta,"17 E Market St, Marietta, PA 17547",http://www.mollyscourtyardcafe.com/,Lancaster,millersville,PA,no_shop
Someday Coffee Roastery,"1400 Easton Rd, Riegelsville, PA 18077",http://somedaycoffee.com/,Lancaster,millersville,PA,no_store_page
Neighbors Cafe,"450 N Prince St Floor 1, Lancaster, PA 17603",https://www.neighborslancaster.com/cafe/,Lancaster,millersville,PA,no_store_page
Traveller Coffee Company,"17 Main St, Glen Rock, PA 17327",http://www.travellercoffeeco.com/,Lancaster,millersville,PA,no_shop
Fireside Cafe,"158 Toddy Dr, East Earl, PA 17519",https://www.firesidecafe.net/,Lancaster,millersville,PA,no_store_page
Industry Coffee Works,"908 Hyatt St, Chester, PA 19013",http://industrycoffee.com/ContactUs_Page_ZTEN.html,Lancaster,millersville,PA,no_shop
Rise 'N Grind Cafe,"8 E Main St, Rising Sun, MD 21911",https://risengrindcafe.com/,Lancaster,columbia,PA,wrong_region
Aveley Farms Coffee Roasters,"42 W Chesapeake Ave, Towson, MD 21204",https://www.aveleyfarmscoffee.com/,Lancaster,columbia,PA,wrong_region
Columbia River Coffee Roaster,"279 W Marine Dr, Astoria, OR 97103",https://www.columbiarivercoffeeroaster.com/,Lancaster,columbia,PA,wrong_region
HomeGoodies & Coffee,"336 Locust St, Columbia, PA 17512",https://homegoodiescolumbia.com/,Lancaster,columbia,PA,no_store_page
Coffee and Cream,"101 N Front St, Columbia, PA 17512",https://coffeecream.toast.site/,Lancaster,columbia,PA,no_store_page
Evergreen Coffee Company,"102 Wallace Ave, Downingtown, PA 19335",https://evergreencoffeeco.com/,Lancaster,columbia,PA,no_store_page
Black Olive Family Diner,"1506 Lancaster Ave, Columbia, PA 17512",http://blackolivediner.com/,Lancaster,columbia,PA,scrape_failed
Columbia Diner,"1725 Columbia Ave, Lancaster, PA 17603",http://columbiadinerpa.com/,Lancaster,columbia,PA,no_coffee_keywords
The Farmhouse Coffee & Espresso Bar,"115 W Lancaster Ave, Downingtown, PA 19335",https://www.farmhousecoffee.com/,Lancaster,columbia,PA,no_store_page
Whisk Cafe,"98 Masonic Dr #102, Elizabethtown, PA 17022",https://www.thewhiskcafe.com/,Lancaster,columbia,PA,no_shop
LanCATster Cat Cafe,"222 N Duke St, Lancaster, PA 17602",http://www.lancatstercatcafe.com/,Lancaster,columbia,PA,no_shop
New Town Food & Spirits,"2833 Columbia Ave, Lancaster, PA 17603",https://www.newtownfoodandspirits.com/,Lancaster,columbia,PA,no_shop
"Art Printing Co., Inc.","131 Locust St, Columbia, PA 17512",http://www.artprintingco.com/,Lancaster,columbia,PA,no_coffee_keywords
